BV8a_age,BV8a_dep,BV9a2_age,BV9a2_dep,BV9a2a_age,BV9a2a_dep,BV9a2b_age,BV9a2b_dep,BV9a2c_age,BV9a2c_dep,BV9b_age,BV9b_dep,BV9a1i_age,BV9a1i_dep,BV11a_age,BV11a_dep
20.10750782,1.91491339,21.32157934,2.474547773,25.33421557,1.698096023,22.70501804,0.416135206,20.41271358,4.928498828,22.60058423,1.300549063,22.66815746,1.356783521,22.72415152,3.571746469
20.14750782,1.92691815,21.39157934,2.43001128,25.36421557,1.63518058,22.78501804,0.4132264,20.46271358,4.926982214,22.69058423,1.324759664,22.72815746,1.323917404,22.74415152,3.54717845
20.18750782,1.950763931,21.46157934,2.23886693,25.39421557,1.584755593,22.86501804,0.412306801,20.51271358,4.885238469,22.78058423,1.362425869,22.78815746,1.29154756,22.76415152,3.543877916
20.22750782,1.988031869,21.53157934,1.988990761,25.42421557,1.547915033,22.94501804,0.412100235,20.56271358,4.809799147,22.87058423,1.401609349,22.84815746,1.250673636,22.78415152,3.510344323
20.26750782,2.023088705,21.60157934,1.801462697,25.45421557,1.522565945,23.02501804,0.412401678,20.61271358,4.706219357,22.96058423,1.442923132,22.90815746,1.198986769,22.80415152,3.504802567
20.30750782,2.070011065,21.67157934,1.647951057,25.48421557,1.506282346,23.10501804,0.418428121,20.66271358,4.560354929,23.05058423,1.488732045,22.96815746,1.144865764,22.82415152,3.515087005
20.34750782,2.131414808,21.74157934,1.507292476,25.51421557,1.500085371,23.18501804,0.430230493,20.71271358,4.417029208,23.14058423,1.533896231,23.02815746,1.08062649,22.84415152,3.459124289
20.38750782,2.205670044,21.81157934,1.376923319,25.54421557,1.500917099,23.26501804,0.469103145,20.76271358,4.28436899,23.23058423,1.573924222,23.08815746,1.025746167,22.86415152,3.429714747
20.42750782,2.295861645,21.88157934,1.249188308,25.57421557,1.507084558,23.34501804,0.531144911,20.81271358,4.164093132,23.32058423,1.606577433,23.14815746,0.969816012,22.88415152,3.447139729
20.46750782,2.407074997,21.95157934,1.128573107,25.60421557,1.518537684,23.42501804,0.635059855,20.86271358,4.07495315,23.41058423,1.623128864,23.20815746,0.907745753,22.90415152,3.419599015
20.50750782,2.541971037,22.02157934,1.02348591,25.63421557,1.539434201,23.50501804,0.752344137,20.91271358,4.022753512,23.50058423,1.630665768,23.26815746,0.848425071,22.92415152,3.426603963
20.54750782,2.709569933,22.09157934,0.938109725,25.66421557,1.565477826,23.58501804,0.870977796,20.96271358,3.994756801,23.59058423,1.627292496,23.32815746,0.789798628,22.94415152,3.427726341
20.58750782,2.900308314,22.16157934,0.880200802,25.69421557,1.595898091,23.66501804,0.991364562,21.01271358,3.993119893,23.68058423,1.599421384,23.38815746,0.733669369,22.96415152,3.432616341
20.62750782,3.116957833,22.23157934,0.839289733,25.72421557,1.634243863,23.74501804,1.111425462,21.06271358,4.003334516,23.77058423,1.564908021,23.44815746,0.686104386,22.98415152,3.441853965
20.66750782,3.410448018,22.30157934,0.813720911,25.75421557,1.67593692,23.82501804,1.231041048,21.11271358,4.036376366,23.86058423,1.524034643,23.50815746,0.640045121,23.00415152,3.413569843
20.70750782,3.747733839,22.37157934,0.793748079,25.78421557,1.723943724,23.90501804,1.345498846,21.16271358,4.096520979,23.95058423,1.470792542,23.56815746,0.601362907,23.02415152,3.410524798
20.74750782,4.132894654,22.44157934,0.78131767,25.81421557,1.775053723,23.98501804,1.45420883,21.21271358,4.169127516,24.04058423,1.413421417,23.62815746,0.569676242,23.04415152,3.423665837
20.78750782,4.579075937,22.51157934,0.774661961,25.84421557,1.820912861,24.06501804,1.535727976,21.26271358,4.237825038,24.13058423,1.357710658,23.68815746,0.538288983,23.06415152,3.423619056
20.82750782,5.056067322,22.58157934,0.773637392,25.87421557,1.867040071,24.14501804,1.594487736,21.31271358,4.288515904,24.22058423,1.301244142,23.74815746,0.511127651,23.08415152,3.426464493
20.86750782,5.499544642,22.65157934,0.775626639,25.90421557,1.908330592,24.22501804,1.611707359,21.36271358,4.332514302,24.31058423,1.253415321,23.80815746,0.490209745,23.10415152,3.431165045
20.90750782,5.857729652,22.72157934,0.781241492,25.93421557,1.922040222,24.30501804,1.615374731,21.41271358,4.371210632,24.40058423,1.210353218,23.86815746,0.473618485,23.12415152,3.390239279
20.94750782,6.092832782,22.79157934,0.797076036,25.96421557,1.915812603,24.38501804,1.617542581,21.46271358,4.390881605,24.49058423,1.174665913,23.92815746,0.463241639,23.14415152,3.392788259
20.98750782,6.279591609,22.86157934,0.836685914,25.99421557,1.895375897,24.46501804,1.617541646,21.51271358,4.378381521,24.58058423,1.148776703,23.98815746,0.463823253,23.16415152,3.362395805
21.02750782,6.397498221,22.93157934,0.886305099,26.02421557,1.856937911,24.54501804,1.617540978,21.56271358,4.36510495,24.67058423,1.126320626,24.04815746,0.484363806,23.18415152,3.331616996
21.06750782,6.42719508,23.00157934,0.93621563,26.05421557,1.798192646,24.62501804,1.617540978,21.61271358,4.320313156,24.76058423,1.110250233,24.10815746,0.506745742,23.20415152,3.34651851
21.10750782,6.385624299,23.07157934,0.986164364,26.08421557,1.730024676,24.70501804,1.617540978,21.66271358,4.265192771,24.85058423,1.098865474,24.16815746,0.533818716,23.22415152,3.322205123
21.14750782,6.275787885,23.14157934,1.035894948,26.11421557,1.648993999,24.78501804,1.617540978,21.71271358,4.181447805,24.94058423,1.091494834,24.22815746,0.562777281,23.24415152,3.312626146
21.18750782,6.087744814,23.21157934,1.085502445,26.14421557,1.568784515,24.86501804,1.617540978,21.76271358,4.093287464,25.03058423,1.087630626,24.28815746,0.59442786,23.26415152,3.278656409
21.22750782,5.863052688,23.28157934,1.134110248,26.17421557,1.485924367,24.94501804,1.617540978,21.81271358,3.984094253,25.12058423,1.085018147,24.34815746,0.627331298,23.28415152,3.247088402
21.26750782,5.636768769,23.35157934,1.180584082,26.20421557,1.401080774,25.02501804,1.617540978,21.86271358,3.873223315,25.21058423,1.084661191,24.40815746,0.664563273,,
21.30750782,5.486754966,23.42157934,1.222524036,26.23421557,1.336874624,25.10501804,1.617540978,21.91271358,3.737096163,25.30058423,1.085795429,24.46815746,0.703609769,,
21.34750782,5.409603301,23.49157934,1.253199973,26.26421557,1.287741575,25.18501804,1.617540978,21.96271358,3.608152196,25.39058423,1.084615494,24.52815746,0.742754732,,
21.38750782,5.369940409,23.56157934,1.260296749,26.29421557,1.248973095,25.26501804,1.617540978,22.01271358,3.480628044,25.48058423,1.091781026,24.58815746,0.772342254,,
21.42750782,5.380202455,23.63157934,1.26704433,26.32421557,1.219806429,25.34501804,1.617540978,22.06271358,3.353236631,25.57058423,1.108799229,24.64815746,0.782282471,,
21.46750782,5.422256087,23.70157934,1.285656963,26.35421557,1.203195512,25.42501804,1.617540978,22.11271358,3.234799981,25.66058423,1.135380242,24.70815746,0.791616319,,
21.50750782,5.509164287,23.77157934,1.306239903,26.38421557,1.190512169,25.50501804,1.617540978,22.16271358,3.116853189,25.75058423,1.202992518,24.76815746,0.801491615,,
21.54750782,5.654727837,23.84157934,1.327129712,26.41421557,1.184284965,25.58501804,1.617540978,22.21271358,3.01603161,,,24.82815746,0.810040562,,
21.58750782,5.873237872,23.91157934,1.3481659,26.44421557,1.179632734,,,22.26271358,2.917337377,,,24.88815746,0.822103533,,
21.62750782,6.344349093,23.98157934,1.369354126,26.47421557,1.175194601,,,22.31271358,2.854032992,,,,,,
21.66750782,7.239209745,24.05157934,1.391295457,26.50421557,1.174390272,,,22.36271358,2.795154712,,,,,,
,,24.12157934,1.416722635,26.53421557,1.17453751,,,,,,,,,,
,,24.19157934,1.518026141,26.56421557,1.174090535,,,,,,,,,,
,,,,26.59421557,1.173651338,,,,,,,,,,
,,,,26.62421557,1.17378865,,,,,,,,,,
,,,,26.65421557,1.174160717,,,,,,,,,,
,,,,26.68421557,1.174516033,,,,,,,,,,
,,,,26.71421557,1.174735343,,,,,,,,,,
,,,,26.74421557,1.174622998,,,,,,,,,,
